ticker,buyprice,buydat,duratione,type,score,sellprice,selldate
['EA', 20.32, '2009-04-28', 5, 'long', 0.46524915670101308, 21.379999000000002, '2009-05-05']
['EW', 32.310001, '2009-04-28', 5, 'long', 0.99084675391879917, 31.860001, '2009-05-05']
['DVA', 22.745000999999998, '2009-04-28', 5, 'long', 0.7934174736195645, 22.985001, '2009-05-05']
['COST', 39.382658999999997, '2009-04-28', 5, 'long', 0.14607945661144539, 39.867936999999998, '2009-05-05']
['A', 11.773928, '2009-04-28', 5, 'long', 0.072209000556537006, 12.941647, '2009-05-05']
['AN', 17.469999000000001, '2009-04-28', 5, 'long', 0.017641003842431502, 17.389999, '2009-05-05']
['CSCO', 16.665361000000001, '2009-04-28', 5, 'long', 0.1572801919380149, 17.522282000000001, '2009-05-05']
['EIX', 23.552944, '2009-04-29', 5, 'long', 0.038007988924696992, 24.515128000000001, '2009-05-06']
['EQR', 18.110192000000001, '2009-04-29', 5, 'long', 0.14759373935658138, 18.952338999999998, '2009-05-06']
['CTSH', 12.215, '2009-04-29', 5, 'long', 0.021424575562931203, 13.145, '2009-05-06']
['EQT', 33.194733999999997, '2009-04-29', 5, 'long', 0.62032344867135603, 35.211308000000002, '2009-05-06']
['XRAY', 27.164742, '2009-04-29', 5, 'long', 0.50155128546445793, 27.492609000000002, '2009-05-06']
['CMA', 19.903673000000001, '2009-04-29', 5, 'long', 0.13551693858859704, 23.692677, '2009-05-06']
['ETN', 18.246684999999999, '2009-04-29', 5, 'long', 0.042801459910780437, 19.024111999999999, '2009-05-06']
['AMG', 55.209999000000003, '2009-04-29', 5, 'long', 0.39894690251012221, 61.099997999999999, '2009-05-06']
['DISCA', 9.8467000000000002, '2009-04-29', 5, 'long', 0.18948971362956613, 10.73071, '2009-05-06']
['FFIV', 27.670000000000002, '2009-04-29', 5, 'long', 0.12758933521919857, 29.07, '2009-05-06']
['EW', 32.025002000000001, '2009-04-29', 5, 'long', 3.0180371355445543, 31.469999000000001, '2009-05-06']
['COG', 7.6786300000000001, '2009-04-29', 5, 'long', 0.33445128280534919, 8.418946, '2009-05-06']
['SCHW', 17.072692, '2009-04-29', 5, 'long', 0.087846199202049391, 17.422678000000001, '2009-05-06']
['ECL', 35.938903000000003, '2009-04-29', 5, 'long', 0.23865820131728732, 35.865085999999998, '2009-05-06']
['FAST', 16.584306999999999, '2009-04-29', 5, 'long', 0.073515826552769781, 15.643198999999999, '2009-05-06']
['CL', 25.740599, '2009-04-29', 5, 'long', 0.054736479460642085, 26.447592, '2009-05-06']
['CVS', 28.313033999999998, '2009-04-29', 5, 'long', 0.1592889153641357, 29.379369000000001, '2009-05-06']
['FMC', 23.611082, '2009-04-29', 5, 'long', 0.54934440162267384, 22.264316000000001, '2009-05-06']
['CMCSA', 13.559889999999999, '2009-04-29', 5, 'long', 0.083393513650099393, 14.236105, '2009-05-06']
['DNB', 73.422229000000002, '2009-04-29', 5, 'long', 0.38805691539656451, 72.202528999999998, '2009-05-06']
['AN', 17.860001, '2009-04-29', 5, 'long', 0.41754250753236732, 17.27, '2009-05-06']
['XOM', 57.570990999999999, '2009-04-29', 5, 'long', 0.6552256040518003, 57.688757000000003, '2009-05-06']
['CSCO', 17.183084999999998, '2009-04-29', 5, 'long', 0.67739826377479773, 17.504431, '2009-05-06']
['EIX', 23.446034999999998, '2009-04-30', 5, 'long', 0.18646274677414965, 24.498681999999999, '2009-05-07']
['EQR', 18.358826000000001, '2009-04-30', 5, 'long', 0.52032982697612873, 17.324186999999998, '2009-05-07']
['CTSH', 12.395, '2009-04-30', 5, 'long', 0.30820573020325348, 12.65, '2009-05-07']
['D', 23.12818, '2009-04-30', 5, 'long', 0.27007344973364589, 24.439492999999999, '2009-05-07']
['EQT', 31.200082999999999, '2009-04-30', 5, 'long', 0.64077266894839902, 35.127293999999999, '2009-05-07']
['BRK-B', 61.299999, '2009-04-30', 5, 'long', 0.34804366592137637, 61.040000999999997, '2009-05-07']
['XRAY', 27.598683999999999, '2009-04-30', 5, 'long', 1.5314292821417745, 27.781903, '2009-05-07']
['FLS', 21.113071000000001, '2009-04-30', 5, 'long', 0.60420136174508698, 22.201377000000001, '2009-05-07']
['ETN', 18.209268999999999, '2009-04-30', 5, 'long', 0.16872383238216493, 18.986695999999998, '2009-05-07']
['AMG', 56.849997999999999, '2009-04-30', 5, 'long', 4.1788110592739258, 56.909999999999997, '2009-05-07']
['CTXS', 28.530000999999999, '2009-04-30', 5, 'long', 0.47139803748014764, 27.360001, '2009-05-07']
['DISCA', 9.7036309999999997, '2009-04-30', 5, 'long', 0.41338131716115578, 10.26571, '2009-05-07']
['COG', 7.4252989999999999, '2009-04-30', 5, 'long', 0.72127456483629704, 7.9983680000000001, '2009-05-07']
['CTL', 17.119119000000001, '2009-04-30', 5, 'long', 0.048858333532533216, 19.042262000000001, '2009-05-07']
['ADSK', 19.940000999999999, '2009-04-30', 5, 'long', 0.012106607113551604, 19.469999000000001, '2009-05-07']
['SCHW', 16.962544999999999, '2009-04-30', 5, 'long', 0.2188318578608861, 16.455774999999999, '2009-05-07']
['ECL', 35.569823999999997, '2009-04-30', 5, 'long', 0.4487882404193293, 35.634411999999998, '2009-05-07']
['FAST', 16.636348999999999, '2009-04-30', 5, 'long', 0.35439836118894252, 15.634525, '2009-05-07']
['EXPE', 18.920231000000001, '2009-04-30', 5, 'long', 0.51879708001019509, 20.838667000000001, '2009-05-07']
['EXPD', 31.949708999999999, '2009-04-30', 5, 'long', 0.38759057280621434, 31.020030999999999, '2009-05-07']
['DE', 35.793982999999997, '2009-04-30', 5, 'long', 0.37680934882028971, 37.997492000000001, '2009-05-07']
['CVS', 29.213903999999999, '2009-04-30', 5, 'long', 0.82900260426583827, 29.223096999999999, '2009-05-07']
['DTE', 22.320219000000002, '2009-04-30', 5, 'long', 0.20366247702903861, 23.618521000000001, '2009-05-07']
['FMC', 23.108415000000001, '2009-04-30', 5, 'long', 1.1990835989929125, 22.397095, '2009-05-07']
['CMCSA', 13.755636000000001, '2009-04-30', 5, 'long', 0.63340622312465311, 13.960279999999999, '2009-05-07']
['DNB', 72.469618999999994, '2009-04-30', 5, 'long', 0.60197727656017186, 72.113500999999999, '2009-05-07']
['AKAM', 22.02, '2009-04-30', 5, 'long', 0.23209980190603963, 21.280000999999999, '2009-05-07']
['XOM', 56.082082999999997, '2009-04-30', 5, 'long', 1.2704657093443661, 57.983172000000003, '2009-05-07']
['EXC', 34.789555999999997, '2009-05-01', 5, 'long', 0.36207836776556424, 37.137000999999998, '2009-05-08']
['ADM', 22.156772, '2009-05-01', 5, 'long', 0.17874281704713013, 23.424856999999999, '2009-05-08']
['D', 23.841349999999998, '2009-05-01', 5, 'long', 1.0933178316083942, 24.439492999999999, '2009-05-08']
['BRK-B', 60.880001, '2009-05-01', 5, 'long', 1.114787449740434, 62.639999000000003, '2009-05-08']
['APC', 43.486601999999998, '2009-05-01', 5, 'long', 0.56608472630431983, 49.519258000000001, '2009-05-08']
['AMAT', 10.459171, '2009-05-01', 5, 'long', 0.073544063950859329, 10.210143, '2009-05-08']
['FLS', 21.706977999999999, '2009-05-01', 5, 'long', 1.9130739214932371, 23.127986, '2009-05-08']
['CTXS', 27.510000000000002, '2009-05-01', 5, 'long', 1.179848267622539, 27.450001, '2009-05-08']
['ES', 17.131996000000001, '2009-05-01', 5, 'long', 0.40559570766340092, 16.830321000000001, '2009-05-08']
['ETR', 49.573467000000001, '2009-05-01', 5, 'long', 0.17865086724567814, 55.35333, '2009-05-08']
['FISV', 19.795000000000002, '2009-05-01', 5, 'long', 0.52733590745788517, 20.065000999999999, '2009-05-08']
['CTL', 17.724437000000002, '2009-05-01', 5, 'long', 0.57004293367149417, 19.244033999999999, '2009-05-08']
['EXPE', 20.560632999999999, '2009-05-01', 5, 'long', 3.0244031276651313, 21.297423999999999, '2009-05-08']
['EXPD', 31.857662999999999, '2009-05-01', 5, 'long', 0.87173316171931958, 30.845137999999999, '2009-05-08']
['DE', 37.199371999999997, '2009-05-01', 5, 'long', 1.6521793815215915, 38.960442, '2009-05-08']
['CL', 26.469148000000001, '2009-05-01', 5, 'long', 0.41403397513984497, 26.650206000000001, '2009-05-08']
['CF', 13.975555, '2009-05-01', 5, 'long', 0.1055526085585321, 13.779531, '2009-05-08']
['DTE', 22.999562999999998, '2009-05-01', 5, 'long', 1.0456817601867332, 23.890257999999999, '2009-05-08']
['CVX', 53.192818000000003, '2009-05-01', 5, 'long', 0.096929122667626322, 55.984898999999999, '2009-05-08']
['DUK', 30.735074999999998, '2009-05-01', 5, 'long', 0.22870764939587801, 30.887550999999998, '2009-05-08']
['AKAM', 22.370000999999998, '2009-05-01', 5, 'long', 1.3326713074290448, 21.309999000000001, '2009-05-08']
['AAPL', 17.642669999999999, '2009-05-04', 5, 'long', 0.037601067539681843, 17.308705, '2009-05-11']
['CCL', 25.400717, '2009-05-04', 5, 'long', 0.12448429716463139, 23.416421, '2009-05-11']
['EXC', 35.278298999999997, '2009-05-04', 5, 'long', 1.2813777535002435, 37.218456000000003, '2009-05-11']
['ADM', 22.730015999999999, '2009-05-04', 5, 'long', 1.1674517972273311, 22.304425999999999, '2009-05-11']
['EQR', 19.056605999999999, '2009-05-04', 5, 'long', 0.47760285158242155, 18.278621999999999, '2009-05-11']
['HRB', 12.265063, '2009-05-04', 5, 'long', 0.22727752635994314, 11.948546, '2009-05-11']
['CPB', 21.397478, '2009-05-04', 5, 'long', 0.18817776359528349, 21.899495999999999, '2009-05-11']
['HSIC', 45.659999999999997, '2009-05-04', 5, 'long', 1.9756273292043867, 46.229999999999997, '2009-05-11']
['FITB', 4.295013, '2009-05-04', 5, 'long', 0.077579486505957362, 7.4251269999999998, '2009-05-11']
['CHK', 19.722297000000001, '2009-05-04', 5, 'long', 0.25143070811939339, 19.350670000000001, '2009-05-11']
['T', 18.816877999999999, '2009-05-04', 5, 'long', 0.18701353280876565, 17.879207000000001, '2009-05-11']
['APC', 45.630910999999998, '2009-05-04', 5, 'long', 2.8602250329296925, 46.545816000000002, '2009-05-11']
['AA', 9.6777339999999992, '2009-05-04', 5, 'long', 0.46062897412066617, 8.9850530000000006, '2009-05-11']
['CMA', 22.231856000000001, '2009-05-04', 5, 'long', 1.110431486825858, 20.131926, '2009-05-11']
['AMAT', 10.957226, '2009-05-04', 5, 'long', 0.47108153040329048, 10.115684, '2009-05-11']
['CMS', 9.4899369999999994, '2009-05-04', 5, 'long', 0.062834624302525122, 9.3759800000000002, '2009-05-11']
['FTR', 3.9981849999999999, '2009-05-04', 5, 'long', 0.0086113762945045635, 4.1591849999999999, '2009-05-11']
['FFIV', 28.530000999999999, '2009-05-04', 5, 'long', 0.26356876825056474, 28.219999000000001, '2009-05-11']
['CSX', 9.2812839999999994, '2009-05-04', 5, 'long', 0.080843590911726437, 8.2779769999999999, '2009-05-11']
['ES', 17.187567000000001, '2009-05-04', 5, 'long', 1.0899714179824744, 16.814443000000001, '2009-05-11']
['ETR', 52.670883000000003, '2009-05-04', 5, 'long', 2.5927182172951246, 54.979069000000003, '2009-05-11']
['GPS', 14.968104, '2009-05-04', 5, 'long', 0.32072642136209772, 14.464454999999999, '2009-05-11']
['FISV', 19.684999000000001, '2009-05-04', 5, 'long', 1.3939622823971431, 20.065000999999999, '2009-05-11']
['ADSK', 20.469999000000001, '2009-05-04', 5, 'long', 0.30730924281338456, 19.799999, '2009-05-11']
['SCHW', 17.192017, '2009-05-04', 5, 'long', 0.0099704638887825325, 16.474191000000001, '2009-05-11']
['FCX', 19.539154, '2009-05-04', 5, 'long', 0.86940361391151644, 20.479154999999999, '2009-05-11']
['ECL', 36.815461999999997, '2009-05-04', 5, 'long', 0.48197278047614489, 34.859349999999999, '2009-05-11']
['AAL', 4.5278999999999998, '2009-05-04', 5, 'long', 0.1651498657103847, 3.707341, '2009-05-11']
['CL', 26.844199, '2009-05-04', 5, 'long', 1.2822270900879329, 26.809711, '2009-05-11']
['CF', 14.067033, '2009-05-04', 5, 'long', 0.50663142601148392, 14.173446, '2009-05-11']
['ADI', 18.298148000000001, '2009-05-04', 5, 'long', 0.35725352737192084, 17.261308, '2009-05-11']
['CVX', 53.041677, '2009-05-04', 5, 'long', 0.36891794596338201, 54.091692000000002, '2009-05-11']
['DPS', 17.278582, '2009-05-04', 5, 'long', 0.013754547400318451, 17.371113999999999, '2009-05-11']
['CVC', 8.9762559999999993, '2009-05-04', 5, 'long', 0.20185601078660742, 9.5591939999999997, '2009-05-11']
['DUK', 30.996462000000001, '2009-05-04', 5, 'long', 0.78373027854716115, 31.236070999999999, '2009-05-11']
['ABT', 17.432563999999999, '2009-05-04', 5, 'long', 0.25420837687729092, 18.114854999999999, '2009-05-11']
['AAPL', 17.728162999999999, '2009-05-05', 5, 'long', 0.26167891857689529, 16.620739, '2009-05-12']
['CCL', 25.185966000000001, '2009-05-05', 5, 'long', 0.89180191709039036, 23.07282, '2009-05-12']
['EQR', 18.439031, '2009-05-05', 5, 'long', 0.95505147662584111, 18.166335, '2009-05-12']
['HRB', 12.019762, '2009-05-05', 5, 'long', 0.53812623628599621, 11.790286, '2009-05-12']
['CPB', 21.718440000000001, '2009-05-05', 5, 'long', 0.70418267675892388, 22.310986, '2009-05-12']
['HSIC', 44.43, '2009-05-05', 5, 'long', 4.5454120294987481, 46.060001, '2009-05-12']
['FITB', 4.0638120000000004, '2009-05-05', 5, 'long', 0.24902902295753293, 7.3184180000000003, '2009-05-12']
['T', 18.682924, '2009-05-05', 5, 'long', 0.5184292080594981, 18.140062, '2009-05-12']
['AA', 9.4628809999999994, '2009-05-05', 5, 'long', 1.0744341083188051, 8.8632530000000003, '2009-05-12']
['CMA', 21.976212, '2009-05-05', 5, 'long', 2.860502439201829, 19.182393999999999, '2009-05-12']
['CMS', 9.4899369999999994, '2009-05-05', 5, 'long', 0.18406206969401689, 9.4231339999999992, '2009-05-12']
['FTR', 3.9606180000000002, '2009-05-05', 5, 'long', 0.066341243106874476, 4.0625850000000003, '2009-05-12']
['FLR', 38.386335000000003, '2009-05-05', 5, 'long', 0.28543411821988496, 42.500484, '2009-05-12']
['FFIV', 28.43, '2009-05-05', 5, 'long', 0.54717247710136085, 27.09, '2009-05-12']
['CSX', 9.0441950000000002, '2009-05-05', 5, 'long', 0.20431742281056975, 8.0958210000000008, '2009-05-12']
['GPS', 14.747204999999999, '2009-05-05', 5, 'long', 0.85685702486387072, 14.208211, '2009-05-12']
['ADSK', 20.440000999999999, '2009-05-05', 5, 'long', 0.726612051247014, 19.399999999999999, '2009-05-12']
['KMX', 13.52, '2009-05-05', 5, 'long', 0.20460307471897066, 11.69, '2009-05-12']
['FCX', 20.089496, '2009-05-05', 5, 'long', 2.8224847842274716, 19.727958000000001, '2009-05-12']
['ECL', 36.510972000000002, '2009-05-05', 5, 'long', 1.0767485582877647, 35.219200000000001, '2009-05-12']
['AAL', 4.8936909999999996, '2009-05-05', 5, 'long', 0.62341240099780082, 3.3712089999999999, '2009-05-12']
['DFS', 8.4491150000000008, '2009-05-05', 5, 'long', 0.17333294287875889, 8.4862129999999993, '2009-05-12']
['ADI', 18.248380000000001, '2009-05-05', 5, 'long', 0.89509972087032841, 17.095414999999999, '2009-05-12']
['BAC', 10.474919, '2009-05-05', 5, 'long', 0.31906194007109878, 11.847094999999999, '2009-05-12']
['DPS', 17.573005999999999, '2009-05-05', 5, 'long', 0.18304254190572067, 17.884257000000002, '2009-05-12']
['CVC', 8.9120270000000001, '2009-05-05', 5, 'long', 0.48744641265002153, 9.2430210000000006, '2009-05-12']
['ABC', 16.128409999999999, '2009-05-05', 5, 'long', 0.027199531549233935, 16.486616000000001, '2009-05-12']
['ABT', 17.654609000000001, '2009-05-05', 5, 'long', 0.81224748567084237, 18.332861000000001, '2009-05-12']
['BK', 27.215097, '2009-05-06', 5, 'long', 0.24270543446685056, 24.972488999999999, '2009-05-13']
['BRCM', 22.950695, '2009-05-06', 5, 'long', 0.018360693716185317, 19.153569000000001, '2009-05-13']
['CME', 40.084563000000003, '2009-05-06', 5, 'long', 0.59460479442571579, 43.270237000000002, '2009-05-13']
['AMP', 24.250115000000001, '2009-05-06', 5, 'long', 0.26188413035022329, 21.491223999999999, '2009-05-13']
['C', 38.377895000000002, '2009-05-06', 5, 'long', 0.8045911093472764, 33.903787999999999, '2009-05-13']
['FLR', 38.879658999999997, '2009-05-06', 5, 'long', 1.4083362648321831, 40.359636999999999, '2009-05-13']
['CSC', 34.517631000000002, '2009-05-06', 5, 'long', 0.092298956752760342, 32.656697999999999, '2009-05-13']
['KMX', 13.07, '2009-05-06', 5, 'long', 0.39159363926599022, 10.66, '2009-05-13']
['SCHW', 17.422678000000001, '2009-05-06', 5, 'long', 0.048910037990673061, 15.700668, '2009-05-13']
['EMC', 12.319274, '2009-05-06', 5, 'long', 0.01925662377583004, 11.345686000000001, '2009-05-13']
['ADP', 26.917338000000001, '2009-05-06', 5, 'long', 0.53576815299750735, 26.537192000000001, '2009-05-13']
['DFS', 9.5806100000000001, '2009-05-06', 5, 'long', 1.0072591942914109, 7.9204660000000002, '2009-05-13']
['ALL', 22.054257, '2009-05-06', 5, 'long', 0.72872628698048114, 20.712195999999999, '2009-05-13']
['BAC', 12.262612000000001, '2009-05-06', 5, 'long', 1.9643494781283461, 10.639194, '2009-05-13']
['CVX', 54.179194000000003, '2009-05-06', 5, 'long', 0.79123806196271196, 54.171238000000002, '2009-05-13']
['AIG', 29.847109, '2009-05-06', 5, 'long', 2.1815884676763719, 25.954008000000002, '2009-05-13']
['ESV', 26.887564999999999, '2009-05-06', 5, 'long', 0.48846328009116213, 25.224333999999999, '2009-05-13']
['ABC', 16.165149, '2009-05-06', 5, 'long', 0.083010491293745936, 16.390174999999999, '2009-05-13']
['BK', 26.366301, '2009-05-07', 5, 'long', 1.2558936150053666, 25.410288999999999, '2009-05-14']
['CHK', 18.944474, '2009-05-07', 5, 'long', 0.2576595773643735, 17.907366, '2009-05-14']
['AET', 25.126626000000002, '2009-05-07', 5, 'long', 1.1003406833098159, 24.910905, '2009-05-14']
['CME', 37.093060000000001, '2009-05-07', 5, 'long', 0.74770333406457112, 44.891491000000002, '2009-05-14']
['AMP', 23.635076000000002, '2009-05-07', 5, 'long', 0.26565465482791417, 22.018401000000001, '2009-05-14']
['C', 37.880772, '2009-05-07', 5, 'long', 3.5983670654216784, 35.295734000000003, '2009-05-14']
['ADP', 26.602989000000001, '2009-05-07', 5, 'long', 1.270258525763547, 26.442152, '2009-05-14']
['ALL', 23.592927, '2009-05-07', 5, 'long', 2.8301756363957109, 21.584109000000002, '2009-05-14']
['CVX', 54.075786000000001, '2009-05-07', 5, 'long', 1.9915648007587681, 53.972371000000003, '2009-05-14']
['CI', 22.239654999999999, '2009-05-07', 5, 'long', 0.1417771754429884, 21.761811000000002, '2009-05-14']
['AIG', 31.631447999999999, '2009-05-07', 5, 'long', 6.5517672070116131, 29.847109, '2009-05-14']
['ESV', 25.735472999999999, '2009-05-07', 5, 'long', 0.73851478886784516, 25.613772999999998, '2009-05-14']
['EQR', 19.457629000000001, '2009-05-08', 5, 'long', 0.46620473274125374, 17.677088000000001, '2009-05-15']
['CHK', 20.603842, '2009-05-08', 5, 'long', 1.4800013692921414, 17.241886999999998, '2009-05-15']
['AET', 25.998881999999998, '2009-05-08', 5, 'long', 3.7393054035945053, 24.160578000000001, '2009-05-15']
['BMY', 15.9838, '2009-05-08', 5, 'long', 0.29979987745403136, 15.678228000000001, '2009-05-15']
['FTI', 19.379999000000002, '2009-05-08', 5, 'long', 0.28080969249025589, 17.795000000000002, '2009-05-15']
['MO', 11.931791, '2009-05-08', 5, 'long', 0.08339600595893859, 11.848058, '2009-05-15']
['DOV', 24.527837000000002, '2009-05-08', 5, 'long', 0.48783763966619542, 22.452017999999999, '2009-05-15']
['BCR', 70.201989999999995, '2009-05-08', 5, 'long', 0.25799716920831806, 67.614294999999998, '2009-05-15']
['BSX', 9.3100000000000005, '2009-05-08', 5, 'long', 0.30984121562695344, 8.7599999999999998, '2009-05-15']
['CI', 23.573636, '2009-05-08', 5, 'long', 1.799207171450254, 21.562709000000002, '2009-05-15']
['BIIB', 48.599997999999999, '2009-05-08', 5, 'long', 0.49808234525374218, 49.07, '2009-05-15']
['ESS', 54.492646000000001, '2009-05-08', 5, 'long', 0.22927419579394748, 50.288510000000002, '2009-05-15']
['ALXN', 17.129999000000002, '2009-05-08', 5, 'long', 0.14052289274739227, 16.850000000000001, '2009-05-15']
['EQR', 18.278621999999999, '2009-05-11', 5, 'long', 0.62297813959531112, 19.553874, '2009-05-18']
['BMY', 15.897614000000001, '2009-05-11', 5, 'long', 0.75433936675473134, 16.030811, '2009-05-18']
['FTI', 18.485001, '2009-05-11', 5, 'long', 0.40436654027433239, 18.889999, '2009-05-18']
['MO', 11.889925, '2009-05-11', 5, 'long', 0.20545065520644645, 11.778282000000001, '2009-05-18']
['DOV', 23.871941, '2009-05-11', 5, 'long', 0.96796311660339551, 23.324152000000002, '2009-05-18']
['BCR', 70.641236000000006, '2009-05-11', 5, 'long', 1.7771577084353414, 68.492779999999996, '2009-05-18']
['BSX', 9.0700000000000003, '2009-05-11', 5, 'long', 0.70631145158076158, 8.8300000000000001, '2009-05-18']
['BIIB', 49.139999000000003, '2009-05-11', 5, 'long', 2.0878181810380045, 50.700001, '2009-05-18']
['ALXN', 17.510000000000002, '2009-05-11', 5, 'long', 0.61443011301131234, 16.66, '2009-05-18']
['AMGN', 44.433470999999997, '2009-05-12', 5, 'long', 0.16070141350876233, 46.018402999999999, '2009-05-19']
['BDX', 56.132258999999998, '2009-05-12', 5, 'long', 0.78079240712186682, 56.561483000000003, '2009-05-19']
['KO', 18.287254999999998, '2009-05-12', 5, 'long', 0.15121411942056795, 19.209854, '2009-05-19']
['AMGN', 44.276817999999999, '2009-05-13', 5, 'long', 0.40874023532920711, 46.617362999999997, '2009-05-20']
['BDX', 57.227223000000002, '2009-05-13', 5, 'long', 2.9334034972622876, 56.990707, '2009-05-20']
['KO', 17.970110999999999, '2009-05-13', 5, 'long', 0.37507712242048147, 19.358129999999999, '2009-05-20']
['DPS', 18.565640999999999, '2009-05-13', 5, 'long', 0.29623679071612941, 17.522534, '2009-05-20']
['BLL', 18.445397, '2009-05-14', 5, 'long', 0.098549995718248518, 18.317733, '2009-05-21']
['FOSL', 21.579999999999998, '2009-05-14', 5, 'long', 0.25489499563816942, 21.190000999999999, '2009-05-21']
['CA', 15.62922, '2009-05-14', 5, 'long', 0.19252431312652268, 14.790870999999999, '2009-05-21']
['DPS', 17.976790999999999, '2009-05-14', 5, 'long', 0.45423474582337242, 17.413176, '2009-05-21']
['BLL', 18.539964999999999, '2009-05-15', 5, 'long', 0.36876313984885734, 18.388656999999998, '2009-05-22']
['FOSL', 20.899999999999999, '2009-05-15', 5, 'long', 0.33622667432375142, 21.379999000000002, '2009-05-22']
['CA', 15.432465000000001, '2009-05-15', 5, 'long', 0.51798011671811195, 14.765207, '2009-05-22']
['EA', 21.530000999999999, '2009-05-18', 5, 'long', 0.2727482183165062, 22.440000999999999, '2009-05-26']
['CB', 34.546300000000002, '2009-05-18', 5, 'long', 0.17272440975809866, 34.452168, '2009-05-26']
['FMC', 23.615824, '2009-05-18', 5, 'long', 0.0079169968778538546, 25.100111999999999, '2009-05-26']
['AGN', 31.32, '2009-05-19', 5, 'long', 0.21781338409171513, 30.07, '2009-05-27']
['ENDP', 16.43, '2009-05-19', 5, 'long', 0.014513708573472339, 16.48, '2009-05-27']
['DOW', 14.757955000000001, '2009-05-19', 5, 'long', 0.038209725023197194, 13.965581999999999, '2009-05-27']
['EA', 22.07, '2009-05-19', 5, 'long', 1.1443918673043836, 22.139999, '2009-05-27']
['FTI', 19.510000000000002, '2009-05-19', 5, 'long', 0.026450177328988023, 19.469999000000001, '2009-05-27']
['ACN', 26.078672999999998, '2009-05-19', 5, 'long', 0.18316250275535539, 26.452468, '2009-05-27']
['BSX', 8.9299999999999997, '2009-05-19', 5, 'long', 0.010288846423361253, 8.9800000000000004, '2009-05-27']
['FMC', 23.73912, '2009-05-19', 5, 'long', 0.16556875615781763, 24.559508999999998, '2009-05-27']
['ALL', 22.652629000000001, '2009-05-19', 5, 'long', 0.20355908655029076, 21.413074000000002, '2009-05-27']
['AIV', 7.4051790000000004, '2009-05-19', 5, 'long', 0.037531786443108395, 7.3547459999999996, '2009-05-27']
['CAM', 30.170000000000002, '2009-05-19', 5, 'long', 0.27766098623213686, 30.110001, '2009-05-27']
['CVC', 9.9057189999999995, '2009-05-19', 5, 'long', 0.16584364994513034, 9.4139099999999996, '2009-05-27']
['CNX', 36.648508, '2009-05-19', 5, 'long', 0.4096800634065616, 36.582859999999997, '2009-05-27']
['FIS', 17.119361000000001, '2009-05-19', 5, 'long', 0.011483964250499107, 17.374196000000001, '2009-05-27']
['CERN', 14.65, '2009-05-19', 5, 'long', 0.052699697744682084, 14.65, '2009-05-27']
['AGN', 31.030000999999999, '2009-05-20', 5, 'long', 0.53489811197780046, 29.93, '2009-05-28']
['HRB', 11.434203999999999, '2009-05-20', 5, 'long', 0.087838085339566163, 11.434203999999999, '2009-05-28']
['ENDP', 16.600000000000001, '2009-05-20', 5, 'long', 0.36004062860509567, 16.07, '2009-05-28']
['DISCA', 11.14972, '2009-05-20', 5, 'long', 0.16283430092803508, 11.25192, '2009-05-28']
['DISCK', 10.205, '2009-05-20', 5, 'long', 0.13783231598293577, 10.215, '2009-05-28']
['FTI', 20.030000999999999, '2009-05-20', 5, 'long', 0.6661744530649476, 19.465, '2009-05-28']
['ALTR', 14.563113, '2009-05-20', 5, 'long', 0.095422281526734931, 15.515495, '2009-05-28']
['ACN', 26.374231000000002, '2009-05-20', 5, 'long', 0.62287712951239915, 26.078672999999998, '2009-05-28']
['COST', 40.970595000000003, '2009-05-20', 5, 'long', 0.45062520998511479, 40.290273999999997, '2009-05-28']
['ADI', 19.741429, '2009-05-20', 5, 'long', 0.44234396467202308, 20.202518000000001, '2009-05-28']
['ALL', 22.037161999999999, '2009-05-20', 5, 'long', 0.27135190470154225, 22.041857, '2009-05-28']
['AIV', 7.5396650000000003, '2009-05-20', 5, 'long', 0.17540414223942191, 7.598503, '2009-05-28']
['AAP', 41.975454999999997, '2009-05-20', 5, 'long', 0.040140956141494599, 42.494152, '2009-05-28']
['CAM', 30.700001, '2009-05-20', 5, 'long', 1.0175838738000049, 30.75, '2009-05-28']
['CAG', 15.047433, '2009-05-20', 5, 'long', 0.10329741473743437, 14.893309, '2009-05-28']
['CVC', 9.8759139999999999, '2009-05-20', 5, 'long', 0.40325679144234083, 9.4834569999999996, '2009-05-28']
['ESV', 28.185699, '2009-05-20', 5, 'long', 0.6498780873958383, 30.538561999999999, '2009-05-28']
['ABC', 17.016493000000001, '2009-05-20', 5, 'long', 0.12448077700171423, 16.979649999999999, '2009-05-28']
['CNX', 37.314332, '2009-05-20', 5, 'long', 1.403837573787488, 37.961399999999998, '2009-05-28']
['FIS', 17.046551999999998, '2009-05-20', 5, 'long', 0.11233890630676141, 17.410599999999999, '2009-05-28']
['CERN', 14.5425, '2009-05-20', 5, 'long', 0.090093306042915877, 14.65, '2009-05-28']
['HRB', 11.054383, '2009-05-21', 5, 'long', 0.12553229751289852, 11.552898000000001, '2009-05-29']
['AMP', 24.926659000000001, '2009-05-21', 5, 'long', 0.093610870952730352, 26.534547, '2009-05-29']
['CTXS', 29.989999999999998, '2009-05-21', 5, 'long', 0.56133465891260226, 31.41, '2009-05-29']
['DISCA', 10.945320000000001, '2009-05-21', 5, 'long', 0.46364321903571115, 11.471640000000001, '2009-05-29']
['DISCK', 10.005000000000001, '2009-05-21', 5, 'long', 0.38824066551027103, 10.42, '2009-05-29']
