ticker,buyprice,buydate,duration,score,sellprice,selldate
['TWX', 84.720084, '2014-07-17', 10, 15.009474632695749, 81.670469999999995, '2014-07-31']
['TWX', 85.812040999999994, '2014-07-18', 10, 18.870711199483718, 82.437797000000003, '2014-08-01']
['TWX', 85.939926, '2014-07-21', 10, 20.276827910938618, 84.139671000000007, '2014-08-04']
['TWX', 85.369352000000006, '2014-07-22', 10, 19.563696817338126, 83.805201999999994, '2014-08-05']
['TWX', 82.890319000000005, '2014-07-23', 10, 16.325497569260676, 73.033193999999995, '2014-08-06']
['ISRG', 473.32998700000002, '2014-07-24', 10, 15.810386624988684, 441.79998799999998, '2014-08-07']
['ISRG', 469.70001200000002, '2014-07-25', 10, 19.412315896697113, 444.02999899999998, '2014-08-08']
['UA', 69.629997000000003, '2014-07-28', 10, 15.233708169532033, 68.900002000000001, '2014-08-11']
['ISRG', 465.290009, '2014-07-28', 10, 20.075005486282127, 443.63000499999998, '2014-08-11']
['THC', 54.0, '2014-07-29', 10, 15.327960165813163, 56.979999999999997, '2014-08-12']
['UA', 68.849997999999999, '2014-07-29', 10, 15.361467042951549, 68.360000999999997, '2014-08-12']
['ISRG', 465.23001099999999, '2014-07-29', 10, 19.180295689036768, 451.52999899999998, '2014-08-12']
['THC', 53.939999, '2014-07-30', 10, 15.156305556392281, 57.689999, '2014-08-13']
['ISRG', 466.98998999999998, '2014-07-30', 10, 17.606877765190184, 455.35000600000001, '2014-08-13']
['MPC', 42.236021000000001, '2014-08-06', 10, 15.070951836375029, 44.702196000000001, '2014-08-20']
['MNST', 93.489998, '2014-08-15', 10, 24.011556573861053, 88.410004000000001, '2014-08-29']
['MNST', 88.440002000000007, '2014-08-18', 10, 30.189109154320633, 89.769997000000004, '2014-09-02']
['MNST', 89.040001000000004, '2014-08-19', 10, 31.739655813901361, 90.349997999999999, '2014-09-03']
['MNST', 88.489998, '2014-08-20', 10, 30.802426721446817, 88.830001999999993, '2014-09-04']
['MNST', 87.5, '2014-08-21', 10, 27.833992606566621, 89.220000999999996, '2014-09-05']
['GNW', 13.880000000000001, '2014-08-22', 10, 15.258399472566982, 13.289999999999999, '2014-09-08']
['MNST', 86.370002999999997, '2014-08-22', 10, 23.468600447769685, 89.910004000000001, '2014-09-08']
['GNW', 13.98, '2014-08-25', 10, 15.626673362126208, 13.109999999999999, '2014-09-09']
['MNST', 86.400002000000001, '2014-08-25', 10, 18.925827527503856, 89.690002000000007, '2014-09-09']
['GNW', 14.029999999999999, '2014-08-26', 10, 15.743627577684098, 13.279999999999999, '2014-09-10']
['MNST', 87.010002, '2014-08-26', 10, 15.029223554694015, 91.610000999999997, '2014-09-10']
['GMCR', 135.15834599999999, '2014-08-26', 10, 17.913167600011604, 129.85297199999999, '2014-09-10']
['GNW', 14.119999999999999, '2014-08-27', 10, 15.76221324772183, 13.109999999999999, '2014-09-11']
['GMCR', 133.356887, '2014-08-27', 10, 18.514598061381822, 130.506249, '2014-09-11']
['GNW', 14.06, '2014-08-28', 10, 15.192621422294406, 13.17, '2014-09-12']
['MNK', 80.110000999999997, '2014-08-28', 10, 15.589961973403229, 86.25, '2014-09-12']
['GMCR', 133.07974200000001, '2014-08-28', 10, 17.615433615663058, 129.773785, '2014-09-12']
