ticker,buyprice,buydate,duration,score,sellprice,selldate
['AMZN', 346.20001200000002, '2014-07-11', 5, 3.7793888561063476, 358.66000400000001, '2014-07-18', 0.035947404877617391]
['PRGO', 158.40074999999999, '2014-07-14', 5, 2.6132028620190724, 150.66268700000001, '2014-07-21', -0.048945873046686857]
['AMZN', 355.32000699999998, '2014-07-14', 5, 17.023527996528298, 359.76001000000002, '2014-07-21', 0.012453571183229342]
['PRGO', 153.006046, '2014-07-15', 5, 5.3511315913116846, 154.89070100000001, '2014-07-22', 0.012219484450960908]
['NOC', 120.75366099999999, '2014-07-15', 5, 2.4633477295911441, 124.067888, '2014-07-22', 0.027321962520043201]
['RTN', 92.266660999999999, '2014-07-15', 5, 2.0967281865002425, 94.510883000000007, '2014-07-22', 0.024160644547438513]
['LMT', 156.65571800000001, '2014-07-16', 5, 2.7322612478200297, 163.007284, '2014-07-23', 0.040448992739607441]
['CERN', 53.610000999999997, '2014-07-16', 5, 2.0027681119382765, 55.970001000000003, '2014-07-23', 0.043741838393176052]
['PCP', 257.583055, '2014-07-16', 5, 3.7807070681408828, 249.89713900000001, '2014-07-23', -0.029896826870074941]
['SNI', 84.564108000000004, '2014-07-17', 5, 2.3308763121073515, 82.211529999999996, '2014-07-24', -0.02799743361568963]
['HCA', 60.610000999999997, '2014-07-17', 5, 3.7043286685473005, 61.5, '2014-07-24', 0.014436544886379446]
['MSFT', 43.099321000000003, '2014-07-17', 5, 2.387279802563798, 42.973500999999999, '2014-07-24', -0.0032673368566526716]
['JOY', 62.735365999999999, '2014-07-17', 5, 2.2787743128566147, 62.106046999999997, '2014-07-24', -0.010270427050668716]
['INTC', 32.515185000000002, '2014-07-17', 5, 2.4616720908930594, 33.045847000000002, '2014-07-24', 0.015859113211258047]
['ICE', 188.89511899999999, '2014-07-17', 5, 3.2894033349301779, 193.577494, '2014-07-24', 0.024708817383470919]
['SNA', 121.859407, '2014-07-18', 5, 4.4257098862210364, 122.884514, '2014-07-25', 0.0082891179669041994]
['GS', 169.33443700000001, '2014-07-18', 5, 2.8628736590719441, 173.21548300000001, '2014-07-25', 0.022830831510072563]
['SHW', 209.63610399999999, '2014-07-18', 5, 3.4135643567904657, 210.219042, '2014-07-25', 0.0027091612044078668]
['HUM', 132.07465199999999, '2014-07-21', 5, 2.6673011356872056, 129.999494, '2014-07-28', -0.015825580218072337]
['SWKS', 53.700961, '2014-07-21', 5, 4.7937598554974796, 51.661431999999998, '2014-07-28', -0.038258700807979988]
['GOOGL', 598.44000200000005, '2014-07-21', 5, 3.0390264502603941, 599.02002000000005, '2014-07-28', 0.00094415145730848953]
['SHW', 210.031317, '2014-07-21', 5, 9.018982938401745, 210.10047, '2014-07-28', 0.00025783297830770649]
['TMO', 121.56498000000001, '2014-07-21', 5, 3.3662056825963149, 123.794432, '2014-07-28', 0.018216200093151783]
['CMG', 659.77002000000005, '2014-07-22', 5, 9.3688666993758147, 674.35998500000005, '2014-07-29', 0.022090978004729596]
['ALXN', 167.970001, '2014-07-22', 5, 3.4242002266538543, 163.779999, '2014-07-29', -0.025034244061235628]
['ENDP', 70.269997000000004, '2014-07-23', 5, 3.1789198603066562, 67.75, '2014-07-30', -0.036075097598196902]
['CMG', 661.27002000000005, '2014-07-23', 5, 41.465719785269826, 681.830017, '2014-07-30', 0.031068998107611094]
['ALXN', 173.08000200000001, '2014-07-23', 5, 11.662240801012766, 163.679993, '2014-07-30', -0.054396862093865767]
['ISRG', 461.63000499999998, '2014-07-23', 5, 30.768534076127821, 466.98998999999998, '2014-07-30', 0.011578504304545791]
['PCLN', 1236.7299800000001, '2014-07-24', 5, 6.7915766869179315, 1242.4499510000001, '2014-07-31', 0.0046129479290216505]
['FTI', 62.619999, '2014-07-24', 5, 2.47304145571972, 60.799999, '2014-07-31', -0.029303737293256745]
['AMGN', 119.42576699999999, '2014-07-24', 5, 2.3221816802393098, 124.43684, '2014-07-31', 0.04183412948061712]
['RHI', 50.474479000000002, '2014-07-24', 5, 3.0675350079495152, 47.998114000000001, '2014-07-31', -0.049358904724900704]
['APA', 100.974564, '2014-07-24', 5, 2.8176147237696512, 101.033619, '2014-07-31', 0.00043629799679056544]
['APD', 132.22313700000001, '2014-07-24', 5, 3.5309118091864526, 129.08287999999999, '2014-07-31', -0.023863123138577629]
['WYNN', 197.06064599999999, '2014-07-24', 5, 2.5860564938597079, 204.913083, '2014-07-31', 0.039771700535275872]
['BIIB', 336.790009, '2014-07-24', 5, 10.156067365341523, 334.39001500000001, '2014-07-31', -0.0071706224515703867]
['XEC', 147.761189, '2014-07-24', 5, 3.9415687723239685, 138.077304, '2014-07-31', -0.065638920921244098]
['CVX', 128.285113, '2014-07-24', 5, 2.6266764421164401, 122.948224, '2014-07-31', -0.041718706674873485]
['RCL', 59.595613, '2014-07-24', 5, 2.9910470367131445, 58.700104000000003, '2014-07-31', -0.015278121226809044]
['UA', 69.550003000000004, '2014-07-24', 5, 4.3124126479711702, 66.75, '2014-07-31', -0.040474520180825924]
['PXD', 232.175635, '2014-07-24', 5, 2.8358987007779586, 221.36050499999999, '2014-07-31', -0.046646281380903779]
['ISRG', 473.32998700000002, '2014-07-24', 5, 90.63677484149477, 457.54998799999998, '2014-07-31', -0.03336995211334462]
['FFIV', 112.410004, '2014-07-25', 5, 2.2581767226074576, 112.199997, '2014-08-01', -0.0020016634818374752]
['CAM', 74.150002000000001, '2014-07-25', 5, 4.2554956249988223, 69.720000999999996, '2014-08-01', -0.059946067162614559]
['ABC', 75.674777000000006, '2014-07-25', 5, 3.6425416566452959, 76.177373000000003, '2014-08-01', 0.0064433093737428114]
['EQIX', 206.95969299999999, '2014-07-25', 5, 2.1265468840092012, 200.66575800000001, '2014-08-01', -0.030483882675647264]
['PVH', 113.198363, '2014-07-25', 5, 4.6013934048837477, 107.84553200000001, '2014-08-01', -0.04741968750908522]
['BIIB', 335.45001200000002, '2014-07-25', 5, 26.52321754616829, 329.82998700000002, '2014-08-01', -0.016798404526514064]
['BCR', 148.056836, '2014-07-25', 5, 2.3663348356636087, 148.683468, '2014-08-01', 0.0041310622091100249]
['VRSN', 55.590000000000003, '2014-07-25', 5, 3.2181448052802284, 53.200001, '2014-08-01', -0.043263158841518316]
['FLS', 76.997324000000006, '2014-07-25', 5, 4.8802260277104974, 72.133088000000001, '2014-08-01', -0.063368903573843741]
['UA', 69.110000999999997, '2014-07-25', 5, 11.310721266248962, 67.440002000000007, '2014-08-01', -0.024381406100688525]
['SWK', 88.722431999999998, '2014-07-28', 5, 4.7820567942348662, 86.070344000000006, '2014-08-04', -0.030061033493761671]
['AAPL', 97.312368000000006, '2014-07-28', 5, 2.2940105364388259, 93.941519, '2014-08-04', -0.034793614312211646]
['VRSN', 53.970001000000003, '2014-07-28', 5, 7.4863317836810683, 54.549999, '2014-08-04', 0.010468741699671196]
['KORS', 82.269997000000004, '2014-07-30', 5, 2.3315243429155785, 79.709998999999996, '2014-08-06', -0.031299356921090045]
['ESRX', 70.610000999999997, '2014-07-30', 5, 3.2389970414114755, 70.5, '2014-08-06', -0.0017703016319175087]
['REGN', 322.17999300000002, '2014-07-30', 5, 3.6471485676421089, 340.69000199999999, '2014-08-06', 0.057405827183067713]
['EW', 90.25, '2014-07-31', 5, 3.47589430476771, 94.370002999999997, '2014-08-07', 0.045484797783933488]
['REGN', 316.22000100000002, '2014-07-31', 5, 9.8622897930610165, 338.73001099999999, '2014-08-07', 0.071137214372470906]
['AMT', 92.831580000000002, '2014-07-31', 5, 3.0123241828197971, 95.634523999999999, '2014-08-07', 0.030032279963348639]
['EXPE', 84.387379999999993, '2014-08-04', 5, 3.6655043409859367, 83.295823999999996, '2014-08-11', -0.0131128137880332]
['MCK', 192.808393, '2014-08-04', 5, 2.5197216332626002, 190.438976, '2014-08-11', -0.01236676973911607]
['AZO', 518.07000700000003, '2014-08-05', 5, 2.3337471253391797, 524.580017, '2014-08-12', 0.012536934993806668]
['MHK', 130.0, '2014-08-07', 5, 3.3570854302134876, 139.91999799999999, '2014-08-14', 0.076192292307692241]
['FOSL', 100.489998, '2014-08-07', 5, 3.3476255892073059, 97.400002000000001, '2014-08-14', -0.030898557685313115]
['FOXA', 34.102192000000002, '2014-08-08', 5, 2.5512345324068777, 35.580584000000002, '2014-08-15', 0.042911962961207875]
['CCI', 74.772487999999996, '2014-08-08', 5, 3.3958308612326262, 75.767134999999996, '2014-08-15', 0.013101703931531615]
['ROP', 146.08722399999999, '2014-08-11', 5, 2.23150075107006, 149.362358, '2014-08-18', 0.022316352592202097]
['WHR', 145.15116599999999, '2014-08-11', 5, 3.4539897396504298, 147.637168, '2014-08-18', 0.017023645542055193]
['DE', 84.824673000000004, '2014-08-11', 5, 2.4395923080887183, 83.802803999999995, '2014-08-18', -0.01222367223272419]
['BF-B', 90.840190000000007, '2014-08-11', 5, 3.4905810926498351, 91.728354999999993, '2014-08-18', 0.0096121001067917891]
['GWW', 233.20025799999999, '2014-08-11', 5, 4.9788374079410787, 238.32338300000001, '2014-08-18', 0.021904456898156677]
['TAP', 70.339859000000004, '2014-08-12', 5, 2.4115685384208398, 73.221602000000004, '2014-08-19', 0.04075559776143424]
['ORLY', 152.009995, '2014-08-12', 5, 2.4407117381509567, 153.91000399999999, '2014-08-19', 0.012400559581624768]
['RL', 160.76026999999999, '2014-08-12', 5, 5.3113717560366336, 164.92791099999999, '2014-08-19', 0.025831264155005487]
['PCP', 232.45641499999999, '2014-08-12', 5, 3.0594585449261089, 242.17125100000001, '2014-08-19', 0.041727547075868045]
['DNB', 112.021717, '2014-08-12', 5, 2.0679961182292459, 117.28614, '2014-08-19', 0.046860761828887237]
['PNR', 67.163263999999998, '2014-08-13', 5, 3.0144868217638408, 68.613750999999993, '2014-08-20', 0.021373097650525079]
['BA', 119.000224, '2014-08-13', 5, 2.5191459023827854, 124.23903799999999, '2014-08-20', 0.043897514008040782]
['JNJ', 99.255234000000002, '2014-08-14', 5, 2.0480287229214973, 101.366432, '2014-08-21', 0.021119269135973239]
['CMI', 138.86050700000001, '2014-08-14', 5, 2.139321820324799, 143.80458400000001, '2014-08-21', 0.03549660811767015]
['BLK', 307.51651900000002, '2014-08-14', 5, 5.9450044030070224, 318.82170600000001, '2014-08-21', 0.036714082992074931]
['AMZN', 333.209991, '2014-08-14', 5, 5.693326513330156, 332.91000400000001, '2014-08-21', -0.00094531079051584429]
['AVGO', 72.885000000000005, '2014-08-14', 5, 2.169071821908231, 75.283573000000004, '2014-08-21', 0.032703203677025436]
