ticker,buyprice,buydate,duration,score,sellprice,selldate
['TWX', 84.720084, '2014-07-17', 6, 15.009474632695749, 83.608447999999996, '2014-07-25']
['TWX', 85.812040999999994, '2014-07-18', 6, 18.870711199483718, 83.854383999999996, '2014-07-28']
['TWX', 85.939926, '2014-07-21', 6, 20.276827910938618, 82.486980000000003, '2014-07-29']
['TWX', 85.369352000000006, '2014-07-22', 6, 19.563696817338126, 83.116575999999995, '2014-07-30']
['TWX', 82.890319000000005, '2014-07-23', 6, 16.325497569260676, 81.670469999999995, '2014-07-31']
['ISRG', 473.32998700000002, '2014-07-24', 6, 15.810386624988684, 453.17001299999998, '2014-08-01']
['ISRG', 469.70001200000002, '2014-07-25', 6, 19.412315896697113, 455.01998900000001, '2014-08-04']
['UA', 69.629997000000003, '2014-07-28', 6, 15.233708169532033, 68.349997999999999, '2014-08-05']
['ISRG', 465.290009, '2014-07-28', 6, 20.075005486282127, 448.36999500000002, '2014-08-05']
['THC', 54.0, '2014-07-29', 6, 15.327960165813163, 56.139999000000003, '2014-08-06']
['UA', 68.849997999999999, '2014-07-29', 6, 15.361467042951549, 68.239998, '2014-08-06']
['ISRG', 465.23001099999999, '2014-07-29', 6, 19.180295689036768, 448.42999300000002, '2014-08-06']
['THC', 53.939999, '2014-07-30', 6, 15.156305556392281, 56.970001000000003, '2014-08-07']
['ISRG', 466.98998999999998, '2014-07-30', 6, 17.606877765190184, 441.79998799999998, '2014-08-07']
['MPC', 42.236021000000001, '2014-08-06', 6, 15.070951836375029, 43.287663000000002, '2014-08-14']
['MNST', 93.489998, '2014-08-15', 6, 24.011556573861053, 86.400002000000001, '2014-08-25']
['MNST', 88.440002000000007, '2014-08-18', 6, 30.189109154320633, 87.010002, '2014-08-26']
['MNST', 89.040001000000004, '2014-08-19', 6, 31.739655813901361, 86.550003000000004, '2014-08-27']
['MNST', 88.489998, '2014-08-20', 6, 30.802426721446817, 88.160004000000001, '2014-08-28']
['MNST', 87.5, '2014-08-21', 6, 27.833992606566621, 88.410004000000001, '2014-08-29']
['GNW', 13.880000000000001, '2014-08-22', 6, 15.258399472566982, 14.220000000000001, '2014-09-02']
['MNST', 86.370002999999997, '2014-08-22', 6, 23.468600447769685, 89.769997000000004, '2014-09-02']
['GNW', 13.98, '2014-08-25', 6, 15.626673362126208, 14.1, '2014-09-03']
['MNST', 86.400002000000001, '2014-08-25', 6, 18.925827527503856, 90.349997999999999, '2014-09-03']
['GNW', 14.029999999999999, '2014-08-26', 6, 15.743627577684098, 13.529999999999999, '2014-09-04']
['MNST', 87.010002, '2014-08-26', 6, 15.029223554694015, 88.830001999999993, '2014-09-04']
['GMCR', 135.15834599999999, '2014-08-26', 6, 17.913167600011604, 130.298382, '2014-09-04']
['GNW', 14.119999999999999, '2014-08-27', 6, 15.76221324772183, 13.23, '2014-09-05']
['GMCR', 133.356887, '2014-08-27', 6, 18.514598061381822, 130.15980999999999, '2014-09-05']
['GNW', 14.06, '2014-08-28', 6, 15.192621422294406, 13.289999999999999, '2014-09-08']
['MNK', 80.110000999999997, '2014-08-28', 6, 15.589961973403229, 85.330001999999993, '2014-09-08']
['GMCR', 133.07974200000001, '2014-08-28', 6, 17.615433615663058, 128.02181999999999, '2014-09-08']
['MNK', 81.489998, '2014-08-29', 6, 17.187379255282842, 83.940002000000007, '2014-09-09']
['GMCR', 131.96126799999999, '2014-08-29', 6, 15.600871736522777, 125.972917, '2014-09-09']
['MNK', 82.300003000000004, '2014-09-02', 6, 17.900541847193438, 85.930000000000007, '2014-09-10']
['MNK', 85.339995999999999, '2014-09-03', 6, 19.116674868101271, 86.839995999999999, '2014-09-11']
['MNK', 84.209998999999996, '2014-09-04', 6, 18.586071536652351, 86.25, '2014-09-12']
['MNK', 84.510002, '2014-09-05', 6, 17.149594771467608, 85.779999000000004, '2014-09-15']
['MNK', 85.330001999999993, '2014-09-08', 6, 15.684940279212759, 86.889999000000003, '2014-09-16']
['SIAL', 135.09230400000001, '2014-09-23', 6, 23.792032660951044, 135.19179600000001, '2014-10-01']
['SIAL', 135.09230400000001, '2014-09-24', 6, 27.988238875484988, 134.77389400000001, '2014-10-02']
['VRTX', 110.279999, '2014-09-25', 6, 15.948131090844788, 108.589996, '2014-10-03']
['SIAL', 134.78385399999999, '2014-09-25', 6, 28.907626311079831, 135.40075400000001, '2014-10-03']
