ticker,buyprice,buydate,duration,score,sellprice,selldate
['ABC', 37.177230999999999, '2012-09-04', 6, 1.006836416854987, 36.333604000000001, '2012-09-12', -0.02309550703224772]
['PSA', 132.97902999999999, '2012-09-04', 6, 3.0742522277647026, 133.06004100000001, '2012-09-12', 0.00049640157549666242]
['VRTX', 54.990001999999997, '2012-09-05', 6, 1.0647390147112117, 56.209999000000003, '2012-09-13', 0.021913019752208895]
['TSCO', 47.85622, '2012-09-05', 6, 1.0246630151483664, 47.612651999999997, '2012-09-13', -0.005403017622369743]
['GS', 105.985339, '2012-09-05', 6, 1.6310734091710195, 116.329365, '2012-09-13', 0.097457120932547089]
['DG', 50.767389000000001, '2012-09-05', 6, 1.2965410565513551, 50.449224000000001, '2012-09-13', -0.0065625789815584269]
['URI', 34.369999, '2012-09-05', 6, 1.7822001092759268, 37.709999000000003, '2012-09-13', 0.096741347010222592]
['GS', 109.455842, '2012-09-06', 6, 5.955374459379982, 116.994547, '2012-09-14', 0.068737354375292214]
['BIIB', 152.19000199999999, '2012-09-06', 6, 2.7253847112599132, 154.240005, '2012-09-14', 0.013371463126730255]
['MCO', 39.614727000000002, '2012-09-06', 6, 1.2839491321045564, 42.082844000000001, '2012-09-14', 0.061924369692109682]
['DVA', 50.424999, '2012-09-06', 6, 1.7154133305920816, 49.224997999999999, '2012-09-14', -0.02409521118681629]
['TDC', 80.620002999999997, '2012-09-06', 6, 1.3308418625785983, 75.239998, '2012-09-14', -0.066918938219339891]
['MTB', 83.997056000000001, '2012-09-06', 6, 1.5020565996830966, 88.624611000000002, '2012-09-14', 0.054913293627814781]
['WMT', 69.499756000000005, '2012-09-06', 6, 1.1177005249153769, 69.211763000000005, '2012-09-14', -0.0043596268165315595]
['VZ', 39.115749999999998, '2012-09-06', 6, 1.104166264456679, 39.452418000000002, '2012-09-14', 0.0082234905376990866]
['AMT', 68.466722000000004, '2012-09-06', 6, 1.1961593667608534, 68.199124999999995, '2012-09-14', -0.0041275088356064306]
['BDX', 73.159014999999997, '2012-09-06', 6, 1.1132101583276732, 75.016426999999993, '2012-09-14', 0.025183663284695627]
['SNA', 70.031398999999993, '2012-09-07', 6, 1.083069720518262, 69.333280999999999, '2012-09-17', -0.010182832417784398]
