ticker,buyprice,buydate,duration,score,sellprice,selldate
['MNST', 88.440002000000007, '2014-08-18', 6, 30.189109154320633, 87.010002, '2014-08-26']
['MNST', 89.040001000000004, '2014-08-19', 6, 31.739655813901361, 86.550003000000004, '2014-08-27']
['MNST', 88.489998, '2014-08-20', 6, 30.802426721446817, 88.160004000000001, '2014-08-28']
['MNST', 87.5, '2014-08-21', 6, 27.833992606566621, 88.410004000000001, '2014-08-29']
['SIAL', 135.09230400000001, '2014-09-24', 6, 27.988238875484988, 134.77389400000001, '2014-10-02']
['SIAL', 134.78385399999999, '2014-09-25', 6, 28.907626311079831, 135.40075400000001, '2014-10-03']
['SIAL', 136.08731299999999, '2014-09-26', 6, 28.044228488761071, 135.042551, '2014-10-06']
['SIAL', 135.59975299999999, '2014-09-29', 6, 25.77841157761609, 135.07239999999999, '2014-10-07']
['AAL', 39.556015000000002, '2014-10-27', 6, 25.983259481820173, 42.427497000000002, '2014-11-04']
['AAL', 39.883088999999998, '2014-10-28', 6, 25.763955679036577, 41.980369000000003, '2014-11-05']
['NFX', 32.610000999999997, '2014-10-31', 6, 25.650644131164036, 33.259998000000003, '2014-11-10']
['NFX', 31.690000999999999, '2014-11-03', 6, 25.862683582255961, 33.619999, '2014-11-11']
['BHI', 64.881043000000005, '2014-11-17', 6, 26.799048552752708, 62.861899999999999, '2014-11-25']
['BHI', 63.210025999999999, '2014-11-18', 6, 29.643770599594674, 62.245218000000001, '2014-11-26']
['BHI', 63.170239000000002, '2014-11-19', 6, 29.560011478959002, 56.695067000000002, '2014-11-28']
['BHI', 64.065430000000006, '2014-11-20', 6, 28.531798606608511, 56.207687, '2014-12-01']
['BHI', 65.477830999999995, '2014-11-21', 6, 27.471151094139735, 56.446404999999999, '2014-12-02']
['BHI', 64.373768999999996, '2014-11-24', 6, 25.054700730532236, 57.222231000000001, '2014-12-03']
['RIG', 18.991320000000002, '2014-12-23', 6, 26.532088974406538, 17.979244999999999, '2015-01-02']
['RIG', 18.624196000000001, '2014-12-24', 6, 27.221501603812872, 16.709187, '2015-01-05']
['RIG', 18.743262000000001, '2014-12-26', 6, 27.174888130302826, 16.332138, '2015-01-06']
['RIG', 18.644041000000001, '2014-12-29', 6, 26.605783034019105, 16.173380999999999, '2015-01-07']
['RIG', 18.534894999999999, '2014-12-30', 6, 25.456949191442934, 16.143615, '2015-01-08']
['NFLX', 62.494286000000002, '2015-01-23', 6, 29.978557093861205, 63.009998000000003, '2015-02-02']
['NFLX', 63.794285000000002, '2015-01-26', 6, 32.505856470417712, 65.274283999999994, '2015-02-03']
['NFLX', 64.881432000000004, '2015-01-27', 6, 33.187007674324448, 64.101425000000006, '2015-02-04']
['NFLX', 63.208571999999997, '2015-01-28', 6, 31.196840176097517, 64.129997000000003, '2015-02-05']
['NFLX', 63.400002000000001, '2015-01-29', 6, 27.619665992688233, 63.479999999999997, '2015-02-06']
['HAR', 129.93336500000001, '2015-02-02', 6, 28.873204014484962, 131.810025, '2015-02-10']
['HAR', 133.32499899999999, '2015-02-03', 6, 31.241388279394521, 130.95501899999999, '2015-02-11']
['HAR', 130.875483, '2015-02-04', 6, 30.814915435620676, 138.769372, '2015-02-12']
['HAR', 134.20603199999999, '2015-02-05', 6, 29.245819579993963, 135.607832, '2015-02-13']
['HSP', 87.430000000000007, '2015-02-06', 6, 25.075945687352611, 87.5, '2015-02-17']
['HAR', 131.39246600000001, '2015-02-06', 6, 26.157595007249004, 136.363428, '2015-02-17']
['HSP', 87.389999000000003, '2015-02-09', 6, 29.49818009206383, 87.400002000000001, '2015-02-18']
['RIG', 20.281223000000001, '2015-02-09', 6, 27.195856896555672, 17.622040999999999, '2015-02-18']
['HSP', 87.379997000000003, '2015-02-10', 6, 30.451669573811909, 87.440002000000007, '2015-02-19']
['RIG', 19.011164999999998, '2015-02-10', 6, 27.203980853161646, 17.274759, '2015-02-19']
['HSP', 87.330001999999993, '2015-02-11', 6, 29.100631170830827, 87.540001000000004, '2015-02-20']
['MLM', 141.310475, '2015-02-12', 6, 25.154618721925171, 142.653154, '2015-02-23']
['HSP', 87.349997999999999, '2015-02-12', 6, 26.329104611683551, 87.5, '2015-02-23']
['MLM', 144.44340800000001, '2015-02-13', 6, 26.361234742050669, 142.513912, '2015-02-24']
['MLM', 142.89185900000001, '2015-02-17', 6, 25.44651934574819, 141.71825799999999, '2015-02-25']
['TRIP', 88.660004000000001, '2015-02-19', 6, 25.94625631891703, 89.25, '2015-02-27']
['TRIP', 88.779999000000004, '2015-02-20', 6, 25.810436174743053, 91.209998999999996, '2015-03-02']
['ESV', 26.416329999999999, '2015-04-15', 6, 25.221722441446566, 24.120555, '2015-04-23']
['NFLX', 81.650002000000001, '2015-04-17', 6, 27.696102209237928, 80.868567999999996, '2015-04-27']
['NFLX', 81.055717000000001, '2015-04-20', 6, 29.419279357497345, 80.437140999999997, '2015-04-28']
['NFLX', 80.062859000000003, '2015-04-21', 6, 28.209602828083469, 80.407143000000005, '2015-04-29']
['NFLX', 79.668571, '2015-04-22', 6, 25.303608731199123, 79.5, '2015-04-30']
['PLL', 123.699997, '2015-05-15', 6, 25.797694815556419, 124.80999799999999, '2015-05-26']
['PLL', 123.900002, '2015-05-18', 6, 25.093079390524096, 124.629997, '2015-05-27']
['CB', 121.790001, '2015-07-07', 6, 25.374520772912245, 121.870003, '2015-07-15']
