ticker,buyprice,buydate,duration,score,sellprice,selldate
['^DJI', 13784.169921999999, '2013-02-25', 5, -1, 14127.820312, '2013-03-04', 0.024929712267370344]
['^DJI', 14447.290039, '2013-03-11', 5, -1, 14452.059569999999, '2013-03-18', 0.0003290950058568223]
['^DJI', 14452.059569999999, '2013-03-18', 5, -1, 14447.75, '2013-03-25', -0.00029923555041085672]
['^DJI', 14447.75, '2013-03-25', 5, -1, 14662.009765999999, '2013-04-02', 0.014828936408783321]
['^DJI', 14572.849609000001, '2013-04-01', 5, -1, 14613.480469, '2013-04-08', 0.0027870911379553028]
['^DJI', 14613.480469, '2013-04-08', 5, -1, 14599.200194999999, '2013-04-15', -0.0009782251415277575]
['^DJI', 14599.200194999999, '2013-04-15', 5, -1, 14567.169921999999, '2013-04-22', -0.0021950019570918218]
['^DJI', 14567.169921999999, '2013-04-22', 5, -1, 14818.75, '2013-04-29', 0.017269317193868653]
['^DJI', 14818.75, '2013-04-29', 5, -1, 14968.889648, '2013-05-06', 0.010130722766765099]
['^DJI', 15091.679688, '2013-05-13', 5, -1, 15335.280273, '2013-05-20', 0.016140389276462368]
['^DJI', 15335.280273, '2013-05-20', 5, -1, 15409.389648, '2013-05-28', 0.0048316283550717994]
['^DJI', 15254.030273, '2013-06-03', 5, -1, 15238.589844, '2013-06-10', -0.0010132029846142828]
['^DJI', 15238.589844, '2013-06-10', 5, -1, 15179.849609000001, '2013-06-17', -0.0038556871470054972]
['^DJI', 15179.849609000001, '2013-06-17', 5, -1, 14659.559569999999, '2013-06-24', -0.034276033847628964]
['^DJI', 14659.559569999999, '2013-06-24', 5, -1, 14974.959961, '2013-07-01', 0.021513974515675102]
['^DJI', 14974.959961, '2013-07-01', 5, -1, 15300.339844, '2013-07-09', 0.021727262299689805]
['^DJI', 15224.690430000001, '2013-07-08', 5, -1, 15484.259765999999, '2013-07-15', 0.017048250484525528]
['^DJI', 15484.259765999999, '2013-07-15', 5, -1, 15545.549805000001, '2013-07-22', 0.0039572469027255499]
['^DJI', 15568.929688, '2013-10-28', 5, -1, 15639.120117, '2013-11-04', 0.0045074022688977164]
['^DJI', 15639.120117, '2013-11-04', 5, -1, 15783.099609000001, '2013-11-11', 0.0092054086753581774]
['^DJI', 15783.099609000001, '2013-11-11', 5, -1, 15976.019531, '2013-11-18', 0.012222245742528224]
['^DJI', 15976.019531, '2013-11-18', 5, -1, 16072.540039, '2013-11-25', 0.006040647848028699]
['^DJI', 16072.540039, '2013-11-25', 5, -1, 15914.620117, '2013-12-03', -0.0098263822405649775]
['^DJI', 16008.769531, '2013-12-02', 5, -1, 16025.530273, '2013-12-09', 0.0010460355474275077]
['^DJI', 16025.530273, '2013-12-09', 5, -1, 15884.570312, '2013-12-16', -0.0087968983614549537]
['^DJI', 15884.570312, '2013-12-16', 5, -1, 16294.610352, '2013-12-23', 0.02581278762638272]
['^DJI', 16294.610352, '2013-12-23', 5, -1, 16576.660156000002, '2013-12-31', 0.017308471814140993]
['^DJI', 16504.289062, '2013-12-30', 5, -1, 16530.939452999999, '2014-01-07', 0.0016138466128374708]
['^DJI', 16425.099609000001, '2014-01-06', 5, -1, 16257.940430000001, '2014-01-13', -0.010177970482955151]
['^DJI', 16247.219727, '2014-03-17', 5, -1, 16276.690430000001, '2014-03-24', 0.0018129688337414867]
['^DJI', 16276.690430000001, '2014-03-24', 5, -1, 16457.660156000002, '2014-03-31', 0.011117415225055747]
['^DJI', 16457.660156000002, '2014-03-31', 5, -1, 16245.870117, '2014-04-07', -0.01286969332167083]
['^DJI', 16245.870117, '2014-04-07', 5, -1, 16173.240234000001, '2014-04-14', -0.0044715907782607815]
['^DJI', 16173.240234000001, '2014-04-14', 5, -1, 16514.369140999999, '2014-04-22', 0.021091253333571081]
['^DJI', 16449.25, '2014-04-21', 5, -1, 16448.740234000001, '2014-04-28', -3.1902123197058682e-05]
['^DJI', 16448.740234000001, '2014-04-28', 5, -1, 16530.550781000002, '2014-05-05', 0.004972754498908512]
['^DJI', 16530.550781000002, '2014-05-05', 5, -1, 16695.470702999999, '2014-05-12', 0.0099757669411437207]
['^DJI', 16695.470702999999, '2014-05-12', 5, -1, 16511.859375, '2014-05-19', -0.010998571484840097]
['^DJI', 16511.859375, '2014-05-19', 5, -1, 16675.5, '2014-05-27', 0.0099095820333680636]
['^DJI', 16743.630859000001, '2014-06-02', 5, -1, 16943.099609000001, '2014-06-09', 0.011912216154287112]
['^DJI', 16943.099609000001, '2014-06-09', 5, -1, 16781.009765999999, '2014-06-16', -0.0095676025485852134]
['^DJI', 16781.009765999999, '2014-06-16', 5, -1, 16937.259765999999, '2014-06-23', 0.0093102263915338223]
['^DJI', 16937.259765999999, '2014-06-23', 5, -1, 16826.599609000001, '2014-06-30', -0.0065344192938558273]
['^DJI', 16826.599609000001, '2014-06-30', 5, -1, 16906.619140999999, '2014-07-08', 0.0047546464442647469]
['^DJI', 17024.210938, '2014-07-07', 5, -1, 17055.419922000001, '2014-07-14', 0.0018323306797363638]
['^DJI', 17055.419922000001, '2014-07-14', 5, -1, 17051.730468999998, '2014-07-21', -0.00021720092597803854]
['^DJI', 17051.730468999998, '2014-07-21', 5, -1, 16982.589843999998, '2014-07-28', -0.0040556367651790387]
['^DJI', 16982.589843999998, '2014-07-28', 5, -1, 16569.279297000001, '2014-08-04', -0.02433819286673914]
['^DJI', 17076.869140999999, '2014-08-25', 5, -1, 17067.560547000001, '2014-09-02', -0.0005459779496472905]
['^DJI', 17111.419922000001, '2014-09-08', 5, -1, 17031.140625, '2014-09-15', -0.0046924391643715837]
['^DJI', 17776.800781000002, '2014-12-01', 5, -1, 17852.480468999998, '2014-12-08', 0.0042563726135057779]
['^DJI', 17959.439452999999, '2014-12-22', 5, -1, 17983.070312, '2014-12-30', 0.0013149552390988415]
['^DJI', 18038.230468999998, '2014-12-29', 5, -1, 17371.640625, '2015-01-06', -0.036955112927823316]
['^DJI', 17501.650390999999, '2015-01-05', 5, -1, 17640.839843999998, '2015-01-12', 0.007952075940881995]
['^DJI', 17640.839843999998, '2015-01-12', 5, -1, 17515.230468999998, '2015-01-20', -0.0071212241656809418]
