Date,Open,High,Low,Close,Volume,Adj Close
2015-08-18,113.669998,114.029999,113.209999,113.510002,820600,113.510002
2015-08-17,113.870003,114.360001,112.989998,114.00,1146100,114.00
2015-08-14,113.690002,114.139999,113.449997,113.989998,850200,113.989998
2015-08-13,113.169998,114.089996,112.949997,113.669998,1154900,113.669998
2015-08-12,113.410004,114.050003,112.559998,113.449997,1476900,113.449997
2015-08-11,114.209999,114.769997,113.43,113.980003,957000,113.980003
2015-08-10,114.00,115.559998,113.75,115.470001,1460500,115.470001
2015-08-07,113.110001,113.599998,112.440002,113.150002,1536000,113.150002
2015-08-06,113.43,114.099998,112.940002,113.339996,981300,113.339996
2015-08-05,114.25,114.599998,113.330002,113.389999,1107200,113.389999
2015-08-04,113.980003,114.830002,113.18,113.389999,1165800,113.389999
2015-08-03,114.099998,114.279999,113.190002,113.629997,876800,113.629997
2015-07-31,114.440002,114.790001,113.620003,114.139999,2219200,114.139999
2015-07-30,116.230003,116.580002,113.589996,114.269997,2517300,114.269997
2015-07-29,113.010002,116.370003,111.889999,115.93,2792200,115.93
2015-07-28,112.339996,115.57,111.730003,115.379997,2020100,115.379997
2015-07-27,112.330002,112.959999,111.540001,111.82,1312000,111.82
2015-07-24,114.970001,115.43,112.629997,112.980003,1550300,112.980003
2015-07-23,115.139999,115.470001,114.43,115.199997,1339200,115.199997
2015-07-22,115.300003,115.980003,114.82,115.150002,1168400,115.150002
2015-07-21,116.940002,117.260002,114.959999,115.400002,986900,115.400002
2015-07-20,116.910004,117.360001,116.279999,116.709999,1086000,116.709999
2015-07-17,117.800003,118.220001,116.519997,117.010002,979900,117.010002
2015-07-16,118.910004,119.019997,117.93,118.209999,1579300,118.209999
2015-07-15,119.150002,119.540001,118.400002,118.690002,1112400,118.690002
2015-07-14,118.389999,119.360001,118.00,119.269997,875600,119.269997
2015-07-13,118.309998,118.610001,117.82,118.470001,1280000,118.470001
2015-07-10,117.169998,117.730003,116.580002,117.370003,867600,117.370003
2015-07-09,117.419998,117.660004,116.00,116.00,1685900,116.00
2015-07-08,117.970001,117.970001,116.080002,116.089996,1168800,116.089996
2015-07-07,117.510002,118.669998,116.739998,118.50,1187300,118.50
2015-07-06,117.940002,118.540001,117.400002,117.860001,892200,117.860001
2015-07-02,119.730003,119.940002,118.279999,118.900002,1176500,118.900002
2015-07-01,120.360001,120.510002,119.010002,119.279999,1380100,119.279999
2015-06-30,120.220001,120.349998,118.980003,119.550003,1498800,119.550003
2015-06-29,120.779999,121.279999,118.980003,119.300003,2063800,119.300003
2015-06-26,121.870003,122.589996,121.32,121.580002,1163600,121.580002
2015-06-25,122.599998,122.68,121.82,122.209999,1083800,122.209999
2015-06-24,123.190002,123.190002,121.779999,122.489998,1595700,122.489998
2015-06-23,123.330002,123.629997,122.419998,123.50,841000,123.50
2015-06-22,123.50,123.650002,123.00,123.349998,562500,123.349998
2015-06-19,123.790001,123.809998,122.870003,123.00,1170300,123.00
2015-06-18,123.019997,124.169998,122.559998,123.790001,1032500,123.790001
2015-06-17,122.110001,122.870003,121.449997,122.669998,1061900,122.669998
2015-06-16,121.080002,121.82,121.050003,121.739998,800200,121.739998
2015-06-15,122.239998,122.540001,121.129997,121.220001,1330600,121.220001
2015-06-12,123.169998,123.309998,122.699997,123.18,1252000,123.18
2015-06-11,123.18,123.400002,122.669998,123.239998,1094100,123.239998
2015-06-10,122.650002,123.059998,122.029999,123.010002,1007600,123.010002
2015-06-09,121.93,122.300003,121.599998,121.959999,1617000,121.959999
2015-06-08,121.379997,121.980003,121.099998,121.790001,2319300,121.790001
2015-06-05,120.900002,121.739998,120.57,121.379997,1220600,121.379997
2015-06-04,120.900002,122.139999,120.900002,121.379997,1691700,121.379997
2015-06-03,121.900002,122.82,121.900002,122.82,1319600,122.82
2015-06-02,122.379997,122.68,121.699997,122.540001,1212900,121.825002
2015-06-01,123.010002,123.089996,121.800003,122.459999,1448400,121.745467
2015-05-29,122.559998,123.330002,122.239998,122.860001,2269000,122.143135
2015-05-28,121.290001,122.760002,121.150002,122.75,1354800,122.033776
2015-05-27,121.230003,121.639999,120.669998,121.529999,1229500,120.820893
2015-05-26,121.220001,121.68,120.870003,121.669998,1429900,120.960076
2015-05-22,121.699997,122.300003,121.160004,122.010002,1430900,121.298096
2015-05-21,121.330002,121.870003,121.07,121.860001,830200,121.14897
2015-05-20,121.779999,122.349998,121.00,121.480003,1083900,120.77119
2015-05-19,121.879997,121.879997,120.739998,121.330002,887700,120.622063
2015-05-18,122.019997,122.230003,121.139999,121.849998,938700,121.139026
2015-05-15,120.269997,123.07,120.269997,122.400002,1920100,121.68582
2015-05-14,118.760002,120.699997,118.32,120.610001,1515300,119.906263
2015-05-13,117.82,118.239998,117.190002,117.809998,1509900,117.122598
2015-05-12,118.839996,118.839996,117.459999,117.839996,1810800,117.152421
2015-05-11,120.709999,121.099998,118.970001,119.150002,1696000,118.454783
2015-05-08,122.07,122.239998,120.910004,121.019997,1408700,120.313867
2015-05-07,119.43,121.029999,119.139999,120.769997,1039000,120.065326
2015-05-06,121.760002,121.959999,119.440002,119.849998,1453000,119.150696
2015-05-05,122.480003,122.830002,120.529999,120.910004,796500,120.204516
2015-05-04,123.010002,123.349998,122.040001,122.269997,826100,121.556573
2015-05-01,122.25,123.660004,122.080002,122.75,1204300,122.033776
2015-04-30,124.18,124.300003,121.239998,121.93,3068600,121.218561
2015-04-29,120.00,124.989998,119.809998,124.690002,2635200,123.962459
2015-04-28,123.160004,123.940002,122.25,122.790001,1563300,122.073544
2015-04-27,122.50,123.730003,121.970001,123.589996,1804400,122.868871
2015-04-24,121.980003,122.50,121.449997,122.459999,1042500,121.745467
2015-04-23,121.459999,122.419998,121.00,121.860001,979700,121.14897
2015-04-22,121.309998,121.589996,120.309998,121.260002,965100,120.552472
2015-04-21,122.129997,122.419998,121.07,121.230003,1703500,120.522648
2015-04-20,121.519997,122.190002,120.919998,122.00,1644200,121.288152
2015-04-17,120.389999,120.93,120.059998,120.449997,1048900,119.747193
2015-04-16,121.470001,121.879997,120.660004,121.239998,1060100,120.532585
2015-04-15,121.580002,122.330002,121.199997,121.50,1429400,120.79107
2015-04-14,121.300003,121.690002,120.43,121.00,1566100,120.293987
2015-04-13,122.489998,122.720001,121.129997,121.220001,1380000,120.512705
2015-04-10,123.00,123.00,121.489998,122.360001,1690400,121.646052
2015-04-09,122.610001,123.00,122.169998,122.57,1327300,121.854826
2015-04-08,122.739998,123.220001,122.019997,122.360001,1012400,121.646052
2015-04-07,122.080002,123.339996,122.080002,122.769997,922400,122.053656
2015-04-06,122.309998,122.989998,121.739998,122.260002,1085500,121.546637
2015-04-02,120.650002,122.559998,120.309998,122.269997,1334700,121.556573
2015-04-01,120.580002,121.169998,119.75,121.010002,1231700,120.303931
2015-03-31,121.220001,121.669998,120.68,120.739998,997500,120.035502
2015-03-30,121.029999,121.949997,120.650002,121.519997,846900,120.81095
2015-03-27,120.279999,120.940002,120.050003,120.160004,1071700,119.458892
2015-03-26,120.190002,120.879997,120.059998,120.510002,1040100,119.806848
2015-03-25,121.769997,122.160004,120.290001,120.300003,1008100,119.598074
2015-03-24,121.660004,122.849998,121.540001,121.550003,1301700,120.840781
2015-03-23,121.919998,122.400002,121.629997,121.980003,1100400,121.268272
2015-03-20,120.830002,123.18,119.690002,121.919998,3025100,121.208617
2015-03-19,123.839996,124.220001,122.00,122.010002,1394400,121.298096
2015-03-18,122.150002,125.50,121.379997,124.809998,1277800,124.081754
2015-03-17,123.900002,123.989998,122.019997,122.82,1374400,122.103367
2015-03-16,125.540001,125.550003,123.260002,124.239998,1437600,123.51508
2015-03-13,125.300003,125.400002,123.089996,123.800003,1332300,123.077653
